221,1.846,0,4.492
671,2.350,0,6.205
614,7.327,1,40.721
512,4.980,0,18.320
702,2.175,0,7.163
905,6.819,0,34.355
969,4.413,0,18.151
1169,4.654,0,23.266
952,4.499,0,22.183
516,9.940,1,30.615
614,7.327,1,40.721
512,4.980,0,18.320
702,2.175,0,7.163
905,6.819,0,34.355
969,4.413,0,18.151
1169,4.654,0,23.266
952,4.499,0,22.183
516,9.940,1,30.615
221,1.8461538461538463,0.0,4.491706399974421
671,2.3502235469448585,0.0,6.2052208039468395
614,7.327361563517916,1.0,40.721329922145586
512,4.98046875,0.0,18.319634099246453
702,2.175213675213675,0.0,7.162685111239775
905,6.818784530386741,0.0,34.35450995609948
277,4.498194945848375,1.0,19.7786714699757
1169,4.654405474764756,0.0,23.26553639521106
952,4.498949579831932,0.0,22.1828251128898
516,9.939922480620154,1.0,30.615492911196792
221,1.8461538461538463,0.0,4.491706399974421
671,2.3502235469448585,0.0,6.2052208039468395
614,7.327361563517916,1.0,40.721329922145586
512,4.98046875,0.0,18.319634099246453
702,2.175213675213675,0.0,7.162685111239775
905,6.818784530386741,0.0,34.35450995609948
277,4.498194945848375,1.0,19.7786714699757
1169,4.654405474764756,0.0,23.26553639521106
952,4.498949579831932,0.0,22.1828251128898
516,9.939922480620154,1.0,30.615492911196792
